epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,6189.12,1.27379,0.77932,0.00366,0.81174,0.66215,0.74511,0.5347,1.15154,0.78647,0.00497,0.000913349,0.000913349,0.000913349
139,6233.89,1.29692,0.77906,0.00362,0.80039,0.66572,0.74568,0.54341,1.12708,0.78192,0.00485,0.000907848,0.000907848,0.000907848
140,6277.73,1.25803,0.77869,0.00362,0.80562,0.65743,0.74973,0.54678,1.11943,0.78602,0.00475,0.000902347,0.000902347,0.000902347
141,6322.46,1.27716,0.78011,0.00359,0.81216,0.65523,0.74325,0.54147,1.13985,0.77801,0.00508,0.000896846,0.000896846,0.000896846
142,6367.3,1.27546,0.78612,0.00356,0.7989,0.66509,0.74367,0.54208,1.14501,0.77575,0.00503,0.000891345,0.000891345,0.000891345
143,6411.11,1.27296,0.78429,0.00359,0.80738,0.65652,0.74372,0.54167,1.12406,0.76902,0.005,0.000885844,0.000885844,0.000885844
144,6455.68,1.27045,0.78079,0.00358,0.81442,0.65581,0.74621,0.54071,1.13968,0.78915,0.0049,0.000880343,0.000880343,0.000880343
145,6500.36,1.26713,0.78018,0.00356,0.80512,0.66115,0.7437,0.54262,1.13119,0.82196,0.00478,0.000874842,0.000874842,0.000874842
146,6544.09,1.27157,0.78035,0.00362,0.81209,0.66542,0.75377,0.54827,1.14297,0.78,0.00491,0.00086934,0.00086934,0.00086934
147,6589.2,1.2831,0.7854,0.00367,0.79219,0.67054,0.74745,0.54489,1.14017,0.77064,0.00478,0.000863839,0.000863839,0.000863839
148,6634.02,1.25519,0.77145,0.00354,0.81714,0.64768,0.74594,0.53334,1.18233,0.79698,0.00508,0.000858338,0.000858338,0.000858338
149,6678.18,1.28895,0.78059,0.00363,0.79965,0.65931,0.74681,0.5409,1.17717,0.77922,0.00523,0.000852837,0.000852837,0.000852837
150,6722.32,1.27239,0.78236,0.00367,0.78304,0.66784,0.74352,0.53709,1.15295,0.80541,0.00484,0.000847336,0.000847336,0.000847336
151,6766.8,1.26026,0.76963,0.00364,0.79043,0.66996,0.74741,0.54577,1.14334,0.75745,0.00496,0.000841835,0.000841835,0.000841835
152,6810.57,1.26377,0.77828,0.0036,0.80444,0.66304,0.74557,0.54389,1.15178,0.77192,0.00506,0.000836334,0.000836334,0.000836334
153,6855.39,1.2503,0.78854,0.00357,0.80636,0.66771,0.75204,0.54689,1.16474,0.7496,0.00505,0.000830833,0.000830833,0.000830833
154,6899.87,1.23363,0.76862,0.00351,0.80794,0.66274,0.75085,0.55063,1.12374,0.75595,0.0048,0.000825332,0.000825332,0.000825332
155,6944.14,1.25331,0.77386,0.00358,0.81343,0.67123,0.75367,0.54889,1.12586,0.72787,0.00481,0.000819831,0.000819831,0.000819831
156,6989.13,1.27082,0.77059,0.0035,0.7894,0.66999,0.75223,0.54659,1.12768,0.75599,0.00494,0.000814329,0.000814329,0.000814329
157,7033.64,1.2354,0.76638,0.0036,0.80586,0.66278,0.75095,0.54465,1.15274,0.75339,0.00524,0.000808828,0.000808828,0.000808828
158,7077.36,1.2516,0.76394,0.00354,0.80508,0.66887,0.75392,0.54862,1.13428,0.74241,0.00493,0.000803327,0.000803327,0.000803327
159,7122.25,1.267,0.77814,0.00351,0.80646,0.66627,0.74748,0.54203,1.10867,0.78943,0.00461,0.000797826,0.000797826,0.000797826
160,7166.65,1.19871,0.76919,0.00351,0.80585,0.66448,0.75322,0.54593,1.12475,0.7915,0.00478,0.000792325,0.000792325,0.000792325
161,7211.19,1.23237,0.7708,0.00356,0.80499,0.67481,0.75261,0.55191,1.12686,0.75428,0.00485,0.000786824,0.000786824,0.000786824
162,7255.39,1.23813,0.76702,0.00354,0.8217,0.6576,0.75109,0.54262,1.15542,0.77007,0.0049,0.000781323,0.000781323,0.000781323
163,7299.83,1.26057,0.76643,0.00353,0.82804,0.66508,0.75342,0.55049,1.11065,0.73802,0.00457,0.000775822,0.000775822,0.000775822
164,7343.67,1.2422,0.76271,0.00357,0.81214,0.6761,0.76105,0.55609,1.1359,0.71513,0.00484,0.000770321,0.000770321,0.000770321
165,7388.97,1.25446,0.76295,0.00352,0.79939,0.67694,0.75715,0.55198,1.12384,0.72013,0.00468,0.00076482,0.00076482,0.00076482
166,7432.96,1.23388,0.76296,0.00349,0.80673,0.66264,0.75156,0.54322,1.14631,0.75998,0.00471,0.000759318,0.000759318,0.000759318
167,7476.78,1.25105,0.76613,0.00349,0.80026,0.67515,0.75293,0.55164,1.11554,0.74553,0.00475,0.000753817,0.000753817,0.000753817
168,7520.96,1.22382,0.75911,0.00348,0.8154,0.66279,0.75187,0.54916,1.11592,0.75405,0.00463,0.000748316,0.000748316,0.000748316
169,7565.05,1.21773,0.75475,0.00348,0.81886,0.66041,0.75133,0.54371,1.15422,0.78574,0.00486,0.000742815,0.000742815,0.000742815
170,7609.52,1.25034,0.7704,0.0035,0.80691,0.65489,0.74912,0.54216,1.11432,0.80246,0.00455,0.000737314,0.000737314,0.000737314
171,7654.34,1.22519,0.76262,0.00346,0.81703,0.66459,0.752,0.55091,1.11336,0.80108,0.00466,0.000731813,0.000731813,0.000731813
172,7698.2,1.20687,0.74598,0.00354,0.80334,0.66552,0.74804,0.54511,1.12302,0.80527,0.00477,0.000726312,0.000726312,0.000726312
173,7742.31,1.21551,0.75776,0.00341,0.81122,0.67299,0.75272,0.54949,1.10787,0.8199,0.00467,0.000720811,0.000720811,0.000720811
174,7786.66,1.22983,0.76401,0.00349,0.82044,0.65816,0.75365,0.54843,1.13546,0.73897,0.0047,0.00071531,0.00071531,0.00071531
175,7831.32,1.23382,0.75645,0.00348,0.81755,0.66097,0.75271,0.55086,1.11564,0.77549,0.00475,0.000709809,0.000709809,0.000709809
176,7876.44,1.2673,0.77776,0.00353,0.81876,0.671,0.75473,0.55313,1.11359,0.75862,0.00476,0.000704307,0.000704307,0.000704307
177,7920.41,1.20782,0.75732,0.00348,0.81675,0.66522,0.75368,0.54661,1.13637,0.7252,0.00485,0.000698806,0.000698806,0.000698806
178,7964.18,1.2178,0.75985,0.00351,0.81938,0.66855,0.75023,0.5417,1.13273,0.78297,0.00475,0.000693305,0.000693305,0.000693305
